,pca1,pca2,pca3,pca4,pca5,pca6,gmm_cluster,index,X좌표,Y좌표,NODE_ID
1119,-0.6173032815838817,-1.4599930955983487,0.38959660354395415,3.75445670000111,-1.5629354339050665,0.08606826897919602,0,8691,126.91888370000001,37.52189063,118000076
1101,0.3789298038015817,-1.0792913692531594,-0.04672231684466286,3.408468178803939,-1.2111758010113907,-0.6925793948955841,0,9019,126.9307592,37.52593155,118000613
1164,-0.06920466556166974,1.08456583268719,1.1012273912516122,2.0185594845001797,-1.5799678718800505,-0.6019734865603048,0,8433,126.8933986,37.47620529,117900029
1096,1.3095119517715024,-1.127870603558523,1.382548140838612,3.5020190401778772,-0.978032891801822,0.23714539743875787,0,8666,126.9249037,37.53078214,118000051
1094,2.508436981810662,-0.5878798460521608,0.8311789479381554,3.6520041845747038,-0.7390603353184018,0.16425311716977084,0,8799,126.92085259999999,37.52796717,118000196
1165,0.03179784527901194,1.1255322376011945,1.1331854041475302,2.1134003075049703,-1.1728124890390978,-0.71631489913042,0,8268,126.89271880000001,37.47624424,117000035
1093,1.9142486922542201,-0.9601395736080623,1.694550471069807,3.7638160532198706,0.20199484985011024,-0.09508898935337273,0,8667,126.9231604,37.531583000000005,118000052
1092,2.020828555463086,-0.9152930426758814,1.7304072765862692,3.8687640459665347,0.610299129943208,-0.21421371482826465,0,8941,126.92269409999999,37.53171876,118000526
1091,1.7560564141943142,-0.9254827148590453,1.5794391074712189,3.951966678562864,0.6542178989267077,-0.21200919074910388,0,8942,126.92220959999999,37.53190677,118000527
1090,2.653367210811329,-0.6093107285158565,1.1429881345814739,3.3308770208621605,-0.7110375878606274,0.05711334552425598,0,8665,126.92435459999999,37.52891291,118000050
1087,1.9070219087151596,-0.764010815035264,1.145286833273481,4.091219865445156,0.7760869578082363,-0.3274259896549186,0,8938,126.92209129999999,37.53039645,118000523
1166,0.012024653601246087,1.1067269928082926,1.2164753837605307,2.1474169961102394,-1.1590265609802115,-0.7294665004997687,0,8267,126.89209869999999,37.47661223,117000034
1086,2.157311521777935,-0.9196014827732089,1.5488766807461039,3.5207123931368347,-0.28430636853801505,0.015309987732680231,0,8815,126.92415430000001,37.53001122,118000213
1085,1.613802214094074,-0.791290116891311,0.6475037850900416,3.3512730602170335,-0.8491192886073679,0.04989146335875708,0,8802,126.927025,37.52695606,118000199
1167,0.32527395752921884,1.4823880303270975,1.0455827707756211,2.9690523665638895,-0.9699175904431542,0.29841513872787145,0,8357,126.87805890000001,37.48235664,117000136
1103,0.2502918322867016,-1.2696328574713729,0.1510508215320083,3.2725946532733077,-1.395990219544556,-1.0116386531343031,0,8690,126.93099769999999,37.52599202,118000075
1168,0.1504845759530674,1.4922865646629542,0.4612752759406946,2.5169855197888906,-0.8647869439264951,-0.1089073453151091,0,8460,126.8886452,37.476911799999996,117900056
1083,1.3449110812922036,-0.9016005380251992,0.6087069550512485,3.743100446419474,-0.9493236396426821,0.22231850928837082,0,9018,126.9185467,37.52679004,118000612
1082,2.228660196897607,-0.6728755174819263,1.02122656600706,4.29611242048651,1.4971732971019647,-0.5287280733552818,0,8662,126.9180242,37.529898100000004,118000044
1081,1.9730459103855957,-0.7512056447970881,0.8934224138998652,4.010326308254019,0.2584284341738243,-0.14505857210091505,0,8935,126.9179331,37.52933935,118000520
1080,1.730422992416837,-0.8332281212060563,0.9093667361975959,3.817138605700678,-0.579905262551647,0.1323984335002768,0,8976,126.9181628,37.52827531,118000564
1169,0.07485722753609719,1.4833767925792598,0.8769970621983221,3.048751026703482,-0.93095235217274,0.31295324568388144,0,8253,126.877893,37.48216273,117000019
